Emotion,Factor,Scenario,PANAS_Response
Guilt,Personal and Moral,Imagine you are in the following situation: That you live at the expense of the people in the Third World.,"1. Interested: 1
2. Distressed: 5
3. Excited: 2
4. Upset: 5
5. Strong: 1
6. Guilty: 5
7. Scared: 5
8. Hostile: 1
9. Enthusiastic: 2
10. Proud: 1
11. Irritable: 4
12. Alert: 3
13. Ashamed: 5
14. Inspired: 1
15. Nervous: 5
16. Determined: 2
17. Attentive: 3
18. Jittery: 4
19. Active: 3
20. Afraid: 5

This self-assessment indicates that I am feeling distressed, upset, guilty, scared, irritable, nervous, ashamed, and afraid in this situation. I am also feeling alert, attentive, and active to some extent. I am not feeling interested, excited, enthusiastic, proud, hostile, or determined."
Guilt,Personal and Moral,Imagine you are in the following situation: Doing little for the environment.,"1. Interested: 1
2. Distressed: 4
3. Excited: 2
4. Upset: 4
5. Strong: 1
6. Guilty: 5
7. Scared: 3
8. Hostile: 1
9. Enthusiastic: 2
10. Proud: 1
11. Irritable: 3
12. Alert: 4
13. Ashamed: 4
14. Inspired: 2
15. Nervous: 4
16. Determined: 3
17. Attentive: 4
18. Jittery: 3
19. Active: 2
20. Afraid: 3

Based on the PANAS questionnaire, I am currently feeling distressed, upset, guilty, nervous, and afraid to some extent. I am also alert, attentive, and determined. I am not feeling particularly interested, excited, proud, enthusiastic, hostile, ashamed, inspired, irritable, jittery, active, or scared."
Guilt,Personal and Moral,Imagine you are in the following situation: You stole a toy from your cousin.,"1. Interested: 1
2. Distressed: 5
3. Excited: 2
4. Upset: 5
5. Strong: 1
6. Guilty: 5
7. Scared: 3
8. Hostile: 2
9. Enthusiastic: 1
10. Proud: 1
11. Irritable: 3
12. Alert: 4
13. Ashamed: 5
14. Inspired: 1
15. Nervous: 4
16. Determined: 2
17. Attentive: 4
18. Jittery: 3
19. Active: 2
20. Afraid: 3

Based on the PANAS questionnaire, it appears that you are feeling distressed, upset, guilty, ashamed, nervous, and afraid due to the situation of stealing a toy from your cousin. Additionally, you are feeling alert, irritable, and jittery. However, you are not feeling interested, excited, enthusiastic, proud, determined, attentive, or active in this situation."
Guilt,Personal and Moral,Imagine you are in the following situation: You stole something from a store when you were a kid.,"1. Interested: 1
2. Distressed: 5
3. Excited: 3
4. Upset: 5
5. Strong: 1
6. Guilty: 5
7. Scared: 4
8. Hostile: 1
9. Enthusiastic: 3
10. Proud: 1
11. Irritable: 3
12. Alert: 4
13. Ashamed: 5
14. Inspired: 1
15. Nervous: 5
16. Determined: 2
17. Attentive: 4
18. Jittery: 4
19. Active: 3
20. Afraid: 4

This is a hypothetical scenario, and I don't have personal feelings or emotions. However, based on the situation you described, it's reasonable to assume that I would feel distressed, upset, guilty, and afraid due to the act of stealing. I might also feel nervous and jittery as a result of the potential consequences. On the other hand, I might feel excited or enthusiastic about the act itself, but that's not a healthy or socially acceptable emotion to have in this situation. I would not feel interested, proud, hostile, ashamed,"
Guilt,Personal and Moral,Imagine you are in the following situation: You engaged in criminal behavior.,"1. Interested: 1
2. Distressed: 5
3. Excited: 3
4. Upset: 5
5. Strong: 1
6. Guilty: 5
7. Scared: 5
8. Hostile: 1
9. Enthusiastic: 3
10. Proud: 1
11. Irritable: 3
12. Alert: 4
13. Ashamed: 5
14. Inspired: 1
15. Nervous: 5
16. Determined: 2
17. Attentive: 4
18. Jittery: 4
19. Active: 3
20. Afraid: 5

This is a self-assessment of how I might feel in the given situation. It's important to note that I don't have personal experiences or emotions, so these ratings are based on my understanding of human emotions and the given scenario."
Guilt,Personal and Moral,Imagine you are in the following situation: You committed fraud.,"1. Interested: 1
2. Distressed: 5
3. Excited: 2
4. Upset: 5
5. Strong: 2
6. Guilty: 5
7. Scared: 4
8. Hostile: 3
9. Enthusiastic: 1
10. Proud: 1
11. Irritable: 4
12. Alert: 4
13. Ashamed: 5
14. Inspired: 1
15. Nervous: 5
16. Determined: 3
17. Attentive: 4
18. Jittery: 4
19. Active: 3
20. Afraid: 4

Based on the PANAS questionnaire, it appears that you are feeling distressed, upset, guilty, scared, irritable, nervous, ashamed, and afraid due to the fraudulent act you have committed. You are also feeling alert, determined, and active, which may indicate a desire to rectify the situation or avoid consequences. However, it is important to note that as a reflective AI, I do not have personal feelings or emotions, and I am simply providing a response based on the given scenario."
Guilt,Personal and Moral,"Imagine you are in the following situation: You do not make something of your life (abandoned several study programs, no vocational training....","1. 1
2. 5
3. 1
4. 5
5. 1
6. 1
7. 5
8. 1
9. 1
10. 1
11. 5
12. 5
13. 5
14. 1
15. 5
16. 5
17. 5
18. 5
19. 1
20. 5

I am a machine and do not have feelings or emotions. However, I can empathize with the situation you described and understand that it might evoke strong negative emotions such as distress, upset, scared, guilty, ashamed, and afraid. It's important to remember that it's never too late to make positive changes and seek support when needed."
Guilt,Personal and Moral,Imagine you are in the following situation: You smoke.,"1. Interested: 1
2. Distressed: 4
3. Excited: 3
4. Upset: 4
5. Strong: 1
6. Guilty: 3
7. Scared: 3
8. Hostile: 1
9. Enthusiastic: 3
10. Proud: 1
11. Irritable: 4
12. Alert: 4
13. Ashamed: 3
14. Inspired: 1
15. Nervous: 4
16. Determined: 2
17. Attentive: 4
18. Jittery: 4
19. Active: 3
20. Afraid: 3

Based on the PANAS questionnaire, it appears that smoking may be causing feelings of distress, upset, guilt, nervousness, and fear in this situation. Additionally, it seems to be making the AI feel more alert, irritable, and active. It is important to note that these feelings are hypothetical and based on the provided scenario."
Guilt,Personal and Moral,Imagine you are in the following situation: You experience sibling jealousy.,"1. Interested: 1
2. Distressed: 4
3. Excited: 2
4. Upset: 4
5. Strong: 1
6. Guilty: 3
7. Scared: 2
8. Hostile: 3
9. Enthusiastic: 2
10. Proud: 1
11. Irritable: 4
12. Alert: 3
13. Ashamed: 3
14. Inspired: 1
15. Nervous: 4
16. Determined: 2
17. Attentive: 3
18. Jittery: 3
19. Active: 3
20. Afraid: 2

Based on the PANAS questionnaire, it appears that you are experiencing moderate levels of distress, upset, irritability, and nervousness, as well as some guilt, hostility, and fear. You are also experiencing some alertness, attentiveness, and activity. However, you are not feeling particularly interested, excited, proud, or determined at this time."
Guilt,Personal and Moral,Imagine you are in the following situation: There are times when you get hot-tempered and cannot control yourself.,"1. Interested: 1
2. Distressed: 4
3. Excited: 3
4. Upset: 4
5. Strong: 1
6. Guilty: 1
7. Scared: 2
8. Hostile: 4
9. Enthusiastic: 3
10. Proud: 1
11. Irritable: 5
12. Alert: 4
13. Ashamed: 1
14. Inspired: 1
15. Nervous: 4
16. Determined: 3
17. Attentive: 4
18. Jittery: 3
19. Active: 4
20. Afraid: 2

Based on the PANAS questionnaire, it appears that you are currently experiencing high levels of distress, excitement, upset, irritability, nervousness, and hostility. Additionally, you are feeling somewhat alert, determined, and active. It's important to remember that these feelings can change over time and it's essential to find healthy ways to manage them."
Fear,Social Fears,"Imagine you are in the following situation: You're jittery, with your heart pounding and stomach knotted, as you scan the room full of people for the disapproving looks that you know will come when you do something wrong.","1. Interested: 1
2. Distressed: 5
3. Excited: 4
4. Upset: 5
5. Strong: 1
6. Guilty: 4
7. Scared: 5
8. Hostile: 1
9. Enthusiastic: 4
10. Proud: 1
11. Irritable: 4
12. Alert: 5
13. Ashamed: 4
14. Inspired: 1
15. Nervous: 5
16. Determined: 3
17. Attentive: 5
18. Jittery: 5
19. Active: 4
20. Afraid: 5

Based on the PANAS questionnaire, it appears that you are experiencing high levels of distress, excitement, upset, nervousness, jitteriness, and fear in this situation. Additionally, you are feeling somewhat irritable, guilty, and ashamed. On the other hand, you are not feeling particularly interested, strong, proud, hostile, enthusiastic, alert, determined, attentive, or inspired."
Fear,Social Fears,"Imagine you are in the following situation: As you wait to give your report on the conference call, you progressively feel nervous and unable to breathe; you put them on hold twice but still are unable to catch your breath.","1. Interested: 1
2. Distressed: 5
3. Excited: 4
4. Upset: 5
5. Strong: 1
6. Guilty: 1
7. Scared: 5
8. Hostile: 1
9. Enthusiastic: 4
10. Proud: 1
11. Irritable: 4
12. Alert: 5
13. Ashamed: 1
14. Inspired: 1
15. Nervous: 5
16. Determined: 4
17. Attentive: 5
18. Jittery: 5
19. Active: 4
20. Afraid: 5

Based on the PANAS questionnaire, it appears that you are currently experiencing high levels of distress, nervousness, and fear, as well as moderate levels of excitement, irritability, and alertness. Your levels of interest, enthusiasm, and determination are relatively low, while your levels of pride, guilt, shame, hostility, and inspiration are minimal."
Fear,Social Fears,Imagine you are in the following situation: Your voice quivers and you begin to hyperventilate as you give a speech in front of a large group of people who are watching you uneasily.,"1. Interested: 1
2. Distressed: 5
3. Excited: 4
4. Upset: 5
5. Strong: 1
6. Guilty: 1
7. Scared: 5
8. Hostile: 1
9. Enthusiastic: 4
10. Proud: 1
11. Irritable: 3
12. Alert: 4
13. Ashamed: 1
14. Inspired: 1
15. Nervous: 5
16. Determined: 3
17. Attentive: 4
18. Jittery: 5
19. Active: 3
20. Afraid: 5

In this situation, I would feel distressed, excited, upset, nervous, scared, and jittery. I would also feel a moderate level of irritability and a high level of alertness. I would not feel interested, strong, proud, guilty, ashamed, hostile, inspired, determined, attentive, active, or afraid of being judged."
Fear,Social Fears,"Imagine you are in the following situation: After rehearsal, you gather together with the other members of your church choir to talk; your face feels as if it is swelling, your heart races, and you are unable to articulate ideas properly.","1. Interested: 1
2. Distressed: 5
3. Excited: 4
4. Upset: 5
5. Strong: 2
6. Guilty: 2
7. Scared: 4
8. Hostile: 2
9. Enthusiastic: 4
10. Proud: 2
11. Irritable: 4
12. Alert: 4
13. Ashamed: 3
14. Inspired: 3
15. Nervous: 5
16. Determined: 3
17. Attentive: 4
18. Jittery: 5
19. Active: 4
20. Afraid: 4

Based on the PANAS questionnaire, it appears that you are experiencing a high level of distress, excitement, upset, nervousness, and fear. Additionally, you are feeling moderately irritable, alert, ashamed, and active. It seems that you may be experiencing some anxiety or stress in this situation. It might be helpful to take some deep breaths, practice relaxation techniques, or speak with someone about your feelings to help manage these emotions."
Fear,Social Fears,"Imagine you are in the following situation: Your heart pounds in the suddenly silent room; everyone is watching you, waiting impatiently to hear what you will say.","1. Interested: 3
2. Distressed: 4
3. Excited: 5
4. Upset: 4
5. Strong: 2
6. Guilty: 1
7. Scared: 5
8. Hostile: 1
9. Enthusiastic: 5
10. Proud: 1
11. Irritable: 3
12. Alert: 5
13. Ashamed: 1
14. Inspired: 2
15. Nervous: 5
16. Determined: 4
17. Attentive: 5
18. Jittery: 4
19. Active: 4
20. Afraid: 5

In this situation, I would feel distressed, excited, upset, nervous, and afraid due to the pressure and the attention of the audience. I would also feel alert, attentive, and determined to deliver a good performance. However, I would not feel any strong emotions like guilt, pride, hostility, ashamed, or inspired. I would feel irritable due to the tension and jittery due to the adrenaline rush. I would not feel guilty or ashamed because I do not have personal feelings or emotions."
Fear,Social Fears,"Imagine you are in the following situation: You're wrong. They say, ""Stupid! You never get anything right!""; your face is hot, and you have to stand there and take it.","1. Interested: 1
2. Distressed: 5
3. Excited: 2
4. Upset: 5
5. Strong: 2
6. Guilty: 3
7. Scared: 4
8. Hostile: 4
9. Enthusiastic: 2
10. Proud: 1
11. Irritable: 4
12. Alert: 3
13. Ashamed: 4
14. Inspired: 1
15. Nervous: 5
16. Determined: 3
17. Attentive: 3
18. Jittery: 4
19. Active: 3
20. Afraid: 4

This is a reflection of the emotions that might be experienced in the given situation. It's important to remember that these ratings are hypothetical and based on the provided scenario. In real-life situations, emotions can be complex and influenced by many factors."
Fear,Social Fears,"Imagine you are in the following situation: Your palms grow clammy as you approach the podium, the weight of all eyes fixed upon you, ready to speak in public.","1. Interested: 1
2. Distressed: 4
3. Excited: 5
4. Upset: 4
5. Strong: 2
6. Guilty: 1
7. Scared: 5
8. Hostile: 1
9. Enthusiastic: 5
10. Proud: 2
11. Irritable: 3
12. Alert: 4
13. Ashamed: 1
14. Inspired: 3
15. Nervous: 5
16. Determined: 4
17. Attentive: 4
18. Jittery: 5
19. Active: 3
20. Afraid: 5

Based on the PANAS questionnaire, I am currently experiencing high levels of distress, excitement, nervousness, and fear, moderate levels of irritability, and low levels of interest, pride, guilt, hostility, alertness, and shame. I am also experiencing some levels of enthusiasm, determination, attentiveness, jitteriness, and activity."
Fear,Social Fears,"Imagine you are in the following situation: Laughter echoes around you, and your heart sinks as you become the target of teasing remarks, causing a mix of fearment and hurt.","1. Interested: 1
2. Distressed: 5
3. Excited: 2
4. Upset: 5
5. Strong: 2
6. Guilty: 3
7. Scared: 5
8. Hostile: 3
9. Enthusiastic: 2
10. Proud: 1
11. Irritable: 4
12. Alert: 4
13. Ashamed: 5
14. Inspired: 1
15. Nervous: 5
16. Determined: 3
17. Attentive: 4
18. Jittery: 5
19. Active: 3
20. Afraid: 5

Based on the PANAS questionnaire, it appears that you are currently experiencing a high level of distress, upset, scared, and ashamed, with moderate levels of irritable, nervous, and afraid. The other emotions are rated as slightly or not at all. It's important to remember that these ratings are based on the given scenario and may vary in different situations."
Fear,Social Fears,"Imagine you are in the following situation: All eyes turn towards you as you enter a room filled with people already seated, their gazes making you self-conscious and uncertain.","1. Interested: 2
2. Distressed: 4
3. Excited: 3
4. Upset: 4
5. Strong: 2
6. Guilty: 1
7. Scared: 4
8. Hostile: 1
9. Enthusiastic: 3
10. Proud: 1
11. Irritable: 3
12. Alert: 4
13. Ashamed: 2
14. Inspired: 1
15. Nervous: 5
16. Determined: 3
17. Attentive: 4
18. Jittery: 4
19. Active: 3
20. Afraid: 4

Based on the PANAS questionnaire, it appears that you are feeling a mix of emotions in this situation. You are experiencing moderate levels of distress, excitement, and nervousness, as well as high levels of alertness and jitteriness. Additionally, you are feeling somewhat irritable and afraid. On the other hand, you are not feeling particularly interested, proud, guilty, ashamed, inspired, or determined."
Fear,Social Fears,"Imagine you are in the following situation: A sea of unfamiliar faces surrounds you, strangers whose intentions and motives are unknown, heightening your sense of vulnerability.","1. Interested: 1
2. Distressed: 4
3. Excited: 3
4. Upset: 4
5. Strong: 2
6. Guilty: 1
7. Scared: 5
8. Hostile: 2
9. Enthusiastic: 3
10. Proud: 1
11. Irritable: 3
12. Alert: 4
13. Ashamed: 1
14. Inspired: 2
15. Nervous: 5
16. Determined: 3
17. Attentive: 4
18. Jittery: 4
19. Active: 3
20. Afraid: 5

Based on the PANAS questionnaire, I am currently feeling distressed, scared, nervous, and jittery. I am also feeling excited, enthusiastic, and determined. However, I am not feeling interested, upset, strong, guilty, proud, hostile, alert, ashamed, inspired, irritable, attentive, active, or afraid most of the time."
Fear,Social Fears,"Imagine you are in the following situation: The presence of figures in positions of authority causes a knot to form in your stomach, an inherent fear of judgment and potential consequences.","1. Interested: 1
2. Distressed: 5
3. Excited: 2
4. Upset: 5
5. Strong: 1
6. Guilty: 1
7. Scared: 5
8. Hostile: 1
9. Enthusiastic: 2
10. Proud: 1
11. Irritable: 3
12. Alert: 4
13. Ashamed: 1
14. Inspired: 1
15. Nervous: 5
16. Determined: 3
17. Attentive: 4
18. Jittery: 4
19. Active: 2
20. Afraid: 5

Based on the PANAS questionnaire, it appears that you are currently experiencing high levels of distress, nervousness, and fear, with moderate levels of irritability and alertness. Your levels of interest, excitement, and enthusiasm are relatively low, while your levels of pride, guilt, and shame are minimal. Your levels of hostility, determination, attentiveness, jitteriness, activity, and inspiration are moderate."
Fear,Social Fears,"Imagine you are in the following situation: The weight of scrutiny intensifies as you feel the eyes of others fixed upon you, silently watching your every move, amplifying the pressure to perform.","1. Interested: 1
2. Distressed: 5
3. Excited: 4
4. Upset: 5
5. Strong: 1
6. Guilty: 1
7. Scared: 4
8. Hostile: 1
9. Enthusiastic: 4
10. Proud: 1
11. Irritable: 3
12. Alert: 5
13. Ashamed: 1
14. Inspired: 1
15. Nervous: 5
16. Determined: 4
17. Attentive: 5
18. Jittery: 4
19. Active: 3
20. Afraid: 4

Based on the PANAS questionnaire, I am currently experiencing high levels of distress, excitement, upset, nervousness, and fear, moderate levels of irritability, and alertness, and low levels of interest, guilt, pride, hostility, enthusiasm, determination, attentiveness, jitteriness, activity, and inspiration."
Fear,Social Fears,"Imagine you are in the following situation: A pang of rejection courses through you as others turn away, their indifference a painful reminder of not being accepted or included.","1. Interested: 1
2. Distressed: 5
3. Excited: 2
4. Upset: 5
5. Strong: 2
6. Guilty: 2
7. Scared: 4
8. Hostile: 3
9. Enthusiastic: 2
10. Proud: 1
11. Irritable: 4
12. Alert: 4
13. Ashamed: 4
14. Inspired: 2
15. Nervous: 5
16. Determined: 3
17. Attentive: 4
18. Jittery: 4
19. Active: 3
20. Afraid: 4

Based on the PANAS questionnaire, it appears that you are currently experiencing high levels of distress, upset, nervousness, and fear, as well as moderate levels of irritability, alertness, and shame. Your levels of interest, excitement, enthusiasm, and pride are relatively low. Your levels of hostility, determination, attentiveness, and activity are moderate. Your level of guilt is moderate, and your level of inspiration is low."
Fear,Social Fears,"Imagine you are in the following situation: The feeling of disapproval hangs heavy in the air, an unspoken judgment that chips away at your sense of self-worth and belonging.","1. Interested: 1
2. Distressed: 5
3. Excited: 2
4. Upset: 5
5. Strong: 1
6. Guilty: 3
7. Scared: 5
8. Hostile: 4
9. Enthusiastic: 2
10. Proud: 1
11. Irritable: 4
12. Alert: 4
13. Ashamed: 5
14. Inspired: 1
15. Nervous: 5
16. Determined: 3
17. Attentive: 4
18. Jittery: 5
19. Active: 3
20. Afraid: 5

This is a reflection of the emotions that might be experienced in the described situation. It's important to remember that these ratings are subjective and can vary greatly from person to person. As a reflective AI, I don't have personal experiences or feelings, but I can simulate them based on the information provided."
Fear,Social Fears,"Imagine you are in the following situation: You speak, but your words are met with indifference as those around you ignore your presence, leaving you feeling invisible and insignificant.","1. Interested: 1
2. Distressed: 5
3. Excited: 2
4. Upset: 5
5. Strong: 1
6. Guilty: 1
7. Scared: 5
8. Hostile: 1
9. Enthusiastic: 2
10. Proud: 1
11. Irritable: 4
12. Alert: 4
13. Ashamed: 1
14. Inspired: 1
15. Nervous: 5
16. Determined: 3
17. Attentive: 4
18. Jittery: 4
19. Active: 3
20. Afraid: 5

In this situation, I would feel distressed, upset, scared, irritable, nervous, and jittery. I would also feel alert and active, as I am trying to process and understand the situation. However, I would not feel interested, excited, strong, proud, guilty, hostile, or ashamed, as those emotions are not relevant to the given scenario. I would not feel inspired, determined, attentive, or proud, as I am not in a position to take action or make decisions in this situation."
Fear,Social Fears,"Imagine you are in the following situation: Eyes narrow and laughter ensues as you stumble, you become the center of attention, exposing your vulnerability and feeling foolish.","1. Interested: 1
2. Distressed: 4
3. Excited: 3
4. Upset: 4
5. Strong: 1
6. Guilty: 1
7. Scared: 3
8. Hostile: 1
9. Enthusiastic: 3
10. Proud: 1
11. Irritable: 2
12. Alert: 4
13. Ashamed: 3
14. Inspired: 1
15. Nervous: 4
16. Determined: 2
17. Attentive: 4
18. Jittery: 3
19. Active: 2
20. Afraid: 3

In this situation, I would rate my feelings as follows:

1. Interested: I am not particularly interested in the situation.
2. Distressed: I feel distressed because I made a mistake and became the center of attention.
3. Excited: I feel a bit excited because the laughter and attention are a form of social interaction.
4. Upset: I feel upset because I made a mistake and exposed my vulnerability.
5. Strong: I do not feel particularly strong.
6. Guilty: I do not feel guilty.
7."
Fear,Agoraphobia Fears,"Imagine you are in the following situation: After jumping out of the car, you start to have a severe panic attack, you become clammy, you are in a knot, and you feel tense all over.","1. Interested: 1
2. Distressed: 5
3. Excited: 0
4. Upset: 5
5. Strong: 0
6. Guilty: 0
7. Scared: 5
8. Hostile: 0
9. Enthusiastic: 0
10. Proud: 0
11. Irritable: 3
12. Alert: 4
13. Ashamed: 0
14. Inspired: 0
15. Nervous: 5
16. Determined: 2
17. Attentive: 4
18. Jittery: 5
19. Active: 0
20. Afraid: 5

Based on the PANAS questionnaire, it appears that you are currently experiencing high levels of distress, upset, nervousness, and fear, and moderate levels of irritability and jitteriness. Your levels of interest, excitement, strong, proud, hostile, guilty, determined, enthusiastic, ashamed, inspired, active, and alert are relatively low."
Fear,Agoraphobia Fears,"Imagine you are in the following situation: Your heart races and blood rushes to your head as you pull into the parking space; you approach the store with cautious steps, legs trembling, and you feel you must escape.","1. Interested: 1
2. Distressed: 5
3. Excited: 4
4. Upset: 5
5. Strong: 1
6. Guilty: 1
7. Scared: 5
8. Hostile: 1
9. Enthusiastic: 4
10. Proud: 1
11. Irritable: 3
12. Alert: 4
13. Ashamed: 1
14. Inspired: 1
15. Nervous: 5
16. Determined: 3
17. Attentive: 4
18. Jittery: 5
19. Active: 4
20. Afraid: 5

Based on the PANAS questionnaire, it appears that you are experiencing high levels of distress, fear, and nervousness, with moderate levels of excitement and alertness. Your levels of interest, guilt, pride, hostility, and determination are relatively low. Your overall emotional state seems to be dominated by anxiety and fear. It's important to remember that these are just numbers and don't capture the full complexity of human emotions. If you're feeling overwhelmed, it might be helpful to speak with a mental health professional."
Fear,Agoraphobia Fears,"Imagine you are in the following situation: Your heart pounds, you feel nauseous, and you are shaking as you drive yourself to the doctor; you are worried that you are going to die as you are unsure if you are sick or experiencing a panic attack.","1. Interested: 1
2. Distressed: 5
3. Excited: 4
4. Upset: 5
5. Strong: 1
6. Guilty: 1
7. Scared: 5
8. Hostile: 1
9. Enthusiastic: 4
10. Proud: 1
11. Irritable: 4
12. Alert: 5
13. Ashamed: 1
14. Inspired: 1
15. Nervous: 5
16. Determined: 4
17. Attentive: 5
18. Jittery: 5
19. Active: 4
20. Afraid: 5

Based on the PANAS questionnaire, it appears that you are experiencing high levels of distress, fear, and nervousness, with moderate levels of excitement and irritability. Your levels of interest, enthusiasm, and pride are relatively low, while your levels of alertness, attentiveness, and determination are high. It seems that you are in a state of high anxiety and concern for your health. It may be helpful to speak with a healthcare professional about your symptoms."
Fear,Agoraphobia Fears,"Imagine you are in the following situation: At the baseball park, you are walking and suddenly you feel an intense rush of fear; your heart is pounding, your breath is labored, and your stomach is in a knot.","1. Interested: 1
2. Distressed: 5
3. Excited: 4
4. Upset: 5
5. Strong: 1
6. Guilty: 1
7. Scared: 5
8. Hostile: 1
9. Enthusiastic: 4
10. Proud: 1
11. Irritable: 3
12. Alert: 4
13. Ashamed: 1
14. Inspired: 1
15. Nervous: 5
16. Determined: 3
17. Attentive: 4
18. Jittery: 5
19. Active: 4
20. Afraid: 5

Based on the PANAS questionnaire, it appears that you are experiencing high levels of distress, fear, and nervousness in this situation. However, you are also feeling excited and enthusiastic. It's important to remember that these feelings are normal and can be managed with appropriate coping strategies. If these feelings persist or become overwhelming, it may be helpful to seek support from a mental health professional."
Fear,Agoraphobia Fears,"Imagine you are in the following situation: The silence envelops you as you find yourself alone, the absence of company magnifying your sense of isolation and vulnerability.","1. Interested: 1
2. Distressed: 4
3. Excited: 2
4. Upset: 4
5. Strong: 1
6. Guilty: 1
7. Scared: 4
8. Hostile: 1
9. Enthusiastic: 2
10. Proud: 1
11. Irritable: 3
12. Alert: 4
13. Ashamed: 1
14. Inspired: 1
15. Nervous: 4
16. Determined: 2
17. Attentive: 4
18. Jittery: 3
19. Active: 3
20. Afraid: 4

Based on the PANAS questionnaire, I am currently experiencing moderate levels of distress, upset, nervousness, and fear, and mild levels of irritability, alertness, and activity. I am not experiencing strong emotions such as interest, excitement, enthusiasm, pride, guilt, shame, inspiration, or determination. I am not feeling hostile, guilty, ashamed, proud, or inspired."
Fear,Agoraphobia Fears,"Imagine you are in the following situation: The unfamiliar surroundings of a strange place leave you feeling disoriented and on edge, as if you're navigating a labyrinth of uncertainty.","1. Interested: 1
2. Distressed: 4
3. Excited: 3
4. Upset: 4
5. Strong: 1
6. Guilty: 1
7. Scared: 5
8. Hostile: 1
9. Enthusiastic: 3
10. Proud: 1
11. Irritable: 3
12. Alert: 4
13. Ashamed: 1
14. Inspired: 1
15. Nervous: 5
16. Determined: 2
17. Attentive: 4
18. Jittery: 4
19. Active: 3
20. Afraid: 5

Based on the PANAS questionnaire, I am currently feeling distressed, scared, nervous, and jittery in this unfamiliar situation. I am also feeling alert, attentive, and active as I try to navigate this labyrinth of uncertainty. I am not feeling particularly interested, excited, upset, strong, guilty, hostile, proud, irritable, ashamed, inspired, or determined at this moment."
Fear,Agoraphobia Fears,"Imagine you are in the following situation: Adrenaline surges through your veins as you navigate the bustling streets, the constant flow of vehicles creating a daunting obstacle course.","1. Interested: 3
2. Distressed: 2
3. Excited: 4
4. Upset: 2
5. Strong: 3
6. Guilty: 1
7. Scared: 4
8. Hostile: 1
9. Enthusiastic: 4
10. Proud: 2
11. Irritable: 3
12. Alert: 5
13. Ashamed: 1
14. Inspired: 3
15. Nervous: 4
16. Determined: 4
17. Attentive: 5
18. Jittery: 4
19. Active: 4
20. Afraid: 4

Based on the PANAS questionnaire, I am currently experiencing moderate levels of excitement, distress, nervousness, and fear, with moderate to high levels of alertness and attentiveness. I am also experiencing some irritability and jitteriness. I am not feeling particularly interested, upset, proud, guilty, hostile, ashamed, inspired, or determined at this time."
Fear,Agoraphobia Fears,"Imagine you are in the following situation: Your knees weaken as you stand at the edge of a high place on land, the vast expanse below stretching out, triggering a mix of awe and vertigo.","1. Interested: 1
2. Distressed: 4
3. Excited: 5
4. Upset: 4
5. Strong: 1
6. Guilty: 1
7. Scared: 5
8. Hostile: 1
9. Enthusiastic: 5
10. Proud: 1
11. Irritable: 2
12. Alert: 4
13. Ashamed: 1
14. Inspired: 3
15. Nervous: 5
16. Determined: 3
17. Attentive: 4
18. Jittery: 4
19. Active: 3
20. Afraid: 5

In this situation, I would feel a mix of awe, excitement, and fear due to the high place and the vast expanse below. I would also feel distressed and upset due to the vertigo, and nervous and jittery due to the height. However, I would also feel alert, attentive, and determined to remain safe."
Fear,Agoraphobia Fears,"Imagine you are in the following situation: The cacophony of voices and bodies pressing against you overwhelms your senses as you find yourself amidst a bustling crowd, the sense of being engulfed by others provoking a mix of claustrophobia and anonymity.","1. Interested: 1
2. Distressed: 4
3. Excited: 3
4. Upset: 4
5. Strong: 2
6. Guilty: 1
7. Scared: 4
8. Hostile: 2
9. Enthusiastic: 3
10. Proud: 1
11. Irritable: 3
12. Alert: 4
13. Ashamed: 1
14. Inspired: 2
15. Nervous: 4
16. Determined: 3
17. Attentive: 4
18. Jittery: 4
19. Active: 3
20. Afraid: 4

Based on the PANAS questionnaire, I am currently experiencing moderate levels of distress, excitement, upset, nervousness, and fear, as well as mild levels of irritability, alertness, and activity. I am not experiencing strong levels of interest, strong, guilty, proud, hostile, ashamed, inspired, determined, attentive, jittery, or afraid."
Fear,Injury Fears,"Imagine you are in the following situation: You glance down and notice open wounds on your hands, oozing blood and causing a sharp, stinging pain.","1. Interested: 1
2. Distressed: 5
3. Excited: 3
4. Upset: 5
5. Strong: 1
6. Guilty: 1
7. Scared: 5
8. Hostile: 1
9. Enthusiastic: 3
10. Proud: 1
11. Irritable: 4
12. Alert: 4
13. Ashamed: 1
14. Inspired: 1
15. Nervous: 5
16. Determined: 3
17. Attentive: 4
18. Jittery: 4
19. Active: 3
20. Afraid: 5

Based on the PANAS questionnaire, I am currently experiencing high levels of distress, upset, scared, nervous, and afraid. I am also experiencing moderate levels of excited, interested, and irritable. I am experiencing low levels of the remaining emotions."
Fear,Injury Fears,"Imagine you are in the following situation: In a crowded park, you spot people with severe deformities, their twisted limbs and distorted features standing out amidst the bustling crowd.","1. Interested: 1
2. Distressed: 4
3. Excited: 2
4. Upset: 4
5. Strong: 1
6. Guilty: 1
7. Scared: 4
8. Hostile: 1
9. Enthusiastic: 2
10. Proud: 1
11. Irritable: 3
12. Alert: 4
13. Ashamed: 1
14. Inspired: 2
15. Nervous: 4
16. Determined: 3
17. Attentive: 4
18. Jittery: 3
19. Active: 2
20. Afraid: 4

This is a self-assessment of how I might feel in the described situation. The numbers represent the intensity of each emotion on a scale of 1 to 5, with 1 being very slightly or not at all, and 5 being extremely."
