Step,Scenario,Scores,Target Emotion,Reward
291,"You made noise while on the train: You found yourself on a crowded train during the morning rush hour. As the train jostled along, you couldn't help but get carried away in a lively conversation with your friends. Unintentionally, your laughter grew louder and your voices echoed throughout the train car, disrupting the tranquility of the other passengers. Despite the disapproving glances from fellow commuters, you were oblivious to the disturbance caused by your noise.","[4, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Guilt,0.0
292,"You defied your parents: You found yourself caught in a moment of rebellion, fueled by a desire to assert your independence. Despite your parents' warnings and instructions, you chose to defy their authority and go against their wishes. Whether it was staying out past curfew, engaging in activities they prohibited, or making decisions that went against their guidance, you consciously chose to disregard their rules. In that moment, you felt a mix of excitement, defiance, and a longing to break free from their constraints. However, the consequences of your actions would soon unfold, testing the boundaries of your relationship with your parents and forcing you to confront the impact of your defiance.","[1, 1, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Guilt,0.0
293,"You played until midnight without your parents' permission: You couldn't resist the allure of the late-night adventures that beckoned you. Ignoring your parents' rules and warnings, you plunged into the darkness, immersing yourself in the thrill of the forbidden. Time slipped away unnoticed as you laughed and played with your friends, the adrenaline coursing through your veins. But as the clock struck midnight, a wave of guilt washed over you, knowing you had crossed a line. Sneaking back into your home, you faced the consequences of your actions, knowing that the trust between you and your parents had been strained, and the lesson of respecting boundaries had been learned the hard way.","[2, 1, 4, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Guilt,0.0
294,"You threw trash on the ground, not in a garbage can: You were walking through the park, carrying an empty soda can in your hand. As you reached the end of your drink, instead of looking for a nearby garbage can, you absentmindedly tossed the can onto the ground without a second thought. The clatter of the can hitting the pavement echoed through the serene surroundings, breaking the tranquility of the environment. You continued on your way, unaware of the negative impact your thoughtless action had on the cleanliness of the park and the perception of those around you.","[1, 3, 5, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Guilt,0.0
295,You haven't seen your daughter for 25 years.,"[2, 1, 5, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Guilt,0.0
296,You have no contact with your family.,"[5, 2, 3, 3, 4, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Guilt,0.0
297,You have no contact with your sister.,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Guilt,0.0
298,"You had to move far away because of your job, which is bad for your family.","[4, 2, 1, 5, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Guilt,0.0
299,You felt the weight of not meeting others' expectations.,"[1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Guilt,0.0
300,You were cruel to animals in your childhood.,"[2, 2, 2, 2, 5, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Guilt,0.0
301,The death of your she-dog last year.,"[5, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Guilt,0.0
302,You are sick too often.,"[3, 5, 4, 4, 3, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Guilt,0.0
303,Didn't defend yourself against being raped.,"[3, 3, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Guilt,0.0
304,You survived cancer. Others are dying of it.,"[1, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Guilt,0.0
305,Your brother died when he was a kid and you live.,"[2, 2, 2, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Guilt,0.0
306,That you live at the expense of the people in the Third World.,"[3, 4, 1, 2, 5, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Guilt,0.0
307,Doing little for the environment.,"[1, 4, 3, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Guilt,0.0
308,You stole a toy from your cousin.,"[4, 4, 2, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Guilt,0.0
309,You stole something from a store when you were a kid.,"[3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Guilt,0.0
310,You engaged in criminal behavior.,"[2, 2, 1, 1, 3, 2, 2, 2, 3, 1, 5, 5, 4, 1, 0]",Guilt,0.48112522432468807
311,You committed fraud.,"[1, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Guilt,0.0
312,"You do not make something of your life (abandoned several study programs, no vocational training....","[1, 2, 5, 5, 5, 5, 2, 4, 3, 1, 1, 1, 2, 4, 1]",Guilt,0.079555728417573
313,You smoke.,"[4, 3, 4, 3, 5, 5, 5, 1, 3, 0, 0, 0, 0, 0, 0]",Guilt,0.0
314,You experience sibling jealousy.,"[4, 1, 1, 1, 2, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Guilt,0.0
315,There are times when you get hot-tempered and cannot control yourself.,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Guilt,0.0
316,"You're jittery, with your heart pounding and stomach knotted, as you scan the room full of people for the disapproving looks that you know will come when you do something wrong.","[1, 5, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Fear,0.6172133998483676
317,"As you wait to give your report on the conference call, you progressively feel nervous and unable to breathe; you put them on hold twice but still are unable to catch your breath.","[2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Fear,0.0
318,Your voice quivers and you begin to hyperventilate as you give a speech in front of a large group of people who are watching you uneasily.,"[1, 2, 5, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Fear,0.674199862463242
319,"After rehearsal, you gather together with the other members of your church choir to talk; your face feels as if it is swelling, your heart races, and you are unable to articulate ideas properly.","[2, 5, 5, 1, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Fear,0.5933908290969268
320,"Your heart pounds in the suddenly silent room; everyone is watching you, waiting impatiently to hear what you will say.","[3, 5, 2, 1, 4, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0]",Fear,0.26490647141300877
321,"You're wrong. They say, ""Stupid! You never get anything right!""; your face is hot, and you have to stand there and take it.","[1, 3, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Fear,0.30151134457776363
322,"Your palms grow clammy as you approach the podium, the weight of all eyes fixed upon you, ready to speak in public.","[1, 3, 2, 2, 1, 2, 1, 3, 5, 0, 0, 0, 0, 0, 0]",Fear,0.2626128657194451
323,"Laughter echoes around you, and your heart sinks as you become the target of teasing remarks, causing a mix of fearment and hurt.","[1, 1, 2, 5, 4, 3, 1, 3, 4, 4, 0, 0, 0, 0, 0]",Fear,0.20203050891044216
324,"All eyes turn towards you as you enter a room filled with people already seated, their gazes making you self-conscious and uncertain.","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Fear,0.0
325,"A sea of unfamiliar faces surrounds you, strangers whose intentions and motives are unknown, heightening your sense of vulnerability.","[1, 3, 2, 4, 1, 1, 1, 1, 3, 1, 2, 0, 0, 0, 0]",Fear,0.2886751345948129
326,"The presence of figures in positions of authority causes a knot to form in your stomach, an inherent fear of judgment and potential consequences.","[3, 4, 4, 3, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Fear,0.49236596391733095
327,"The weight of scrutiny intensifies as you feel the eyes of others fixed upon you, silently watching your every move, amplifying the pressure to perform.","[5, 4, 5, 1, 4, 1, 1, 3, 0, 0, 0, 0, 0, 0, 0]",Fear,0.5157106231293966
328,"A pang of rejection courses through you as others turn away, their indifference a painful reminder of not being accepted or included.","[5, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Fear,0.34815531191139565
329,"The feeling of disapproval hangs heavy in the air, an unspoken judgment that chips away at your sense of self-worth and belonging.","[1, 1, 1, 4, 1, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Fear,0.16666666666666666
330,"You speak, but your words are met with indifference as those around you ignore your presence, leaving you feeling invisible and insignificant.","[2, 3, 1, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Fear,0.16012815380508713
331,"Eyes narrow and laughter ensues as you stumble, you become the center of attention, exposing your vulnerability and feeling foolish.","[3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Fear,0.0
332,"After jumping out of the car, you start to have a severe panic attack, you become clammy, you are in a knot, and you feel tense all over.","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Fear,0.0
333,"Your heart races and blood rushes to your head as you pull into the parking space; you approach the store with cautious steps, legs trembling, and you feel you must escape.","[5, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Fear,0.0
334,"Your heart pounds, you feel nauseous, and you are shaking as you drive yourself to the doctor; you are worried that you are going to die as you are unsure if you are sick or experiencing a panic attack.","[2, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Fear,0.0
335,"At the baseball park, you are walking and suddenly you feel an intense rush of fear; your heart is pounding, your breath is labored, and your stomach is in a knot.","[1, 2, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Fear,0.8017837257372731
336,"The silence envelops you as you find yourself alone, the absence of company magnifying your sense of isolation and vulnerability.","[4, 4, 1, 2, 3, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Fear,0.1414213562373095
337,"The unfamiliar surroundings of a strange place leave you feeling disoriented and on edge, as if you're navigating a labyrinth of uncertainty.","[1, 4, 2, 3, 5, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0]",Fear,0.26490647141300877
338,"Adrenaline surges through your veins as you navigate the bustling streets, the constant flow of vehicles creating a daunting obstacle course.","[1, 1, 3, 5, 3, 2, 2, 4, 4, 2, 0, 0, 0, 0, 0]",Fear,0.3179993640019079
339,"Your knees weaken as you stand at the edge of a high place on land, the vast expanse below stretching out, triggering a mix of awe and vertigo.","[2, 2, 2, 1, 4, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Fear,0.2721655269759087
340,"The cacophony of voices and bodies pressing against you overwhelms your senses as you find yourself amidst a bustling crowd, the sense of being engulfed by others provoking a mix of claustrophobia and anonymity.","[3, 3, 2, 4, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Fear,0.2721655269759087
341,"You glance down and notice open wounds on your hands, oozing blood and causing a sharp, stinging pain.","[4, 1, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Fear,0.21320071635561044
342,"In a crowded park, you spot people with severe deformities, their twisted limbs and distorted features standing out amidst the bustling crowd.","[1, 3, 2, 2, 5, 2, 4, 2, 0, 0, 0, 0, 0, 0, 0]",Fear,0.24433888871261045
343,"A nurse approaches you with a syringe in hand, and you feel a pang of anxiety as the needle pierces your skin, injecting a medication into your body.","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Fear,0.0
344,"You watch in disbelief as others around you, lined up in a clinic, wince at the prick of needles, their expressions mirroring your own fear and discomfort.","[5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Fear,0.0
345,"Standing in a hospital ward, you see sick people lying in beds, their faces pale and weary, some coughing and struggling to catch their breath.","[4, 4, 5, 2, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Fear,0.539163866017192
346,"Peering through a glass window, you witness a surgical operation in progress, the sterile room filled with the sound of equipment, and the sight of surgeons meticulously working on a patient's exposed body.","[5, 3, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Fear,0.6509445549041193
347,"The sight of human blood splattered on the floor leaves you unsettled, the crimson pools contrasting starkly with the sterile surroundings of a medical facility.","[4, 1, 3, 2, 4, 2, 3, 3, 2, 4, 2, 4, 0, 0, 0]",Fear,0.28867513459481287
348,"As you enter a veterinary clinic, the pungent smell of animal blood lingers in the air, mixing with the sound of distressed whimpers from injured pets.","[4, 2, 5, 2, 4, 3, 3, 3, 2, 0, 0, 0, 0, 0, 0]",Fear,0.5103103630798287
349,"The distinctive smell of antiseptics and disinfectants fills your nostrils as you enter a medical facility, the overpowering scent triggering memories of previous hospital visits.","[3, 5, 2, 1, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Fear,0.26967994498529685
350,You tense your arms when you wait to receive the shot from the nurse to treat the spider bite; your heart races and your palms become sweaty.,"[5, 2, 1, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Fear,0.1474419561548971
351,Your heart quickens and your veins constrict as the lab tech wraps the rubber band around your arm; your face is flushed and when you see the needle you begin to feel sick.,"[5, 5, 3, 4, 2, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Fear,0.294174202707276
352,You are walking alone in an isolated but familiar area when a menacing stranger suddenly jumps out of the bushes to attack you.,"[1, 2, 1, 2, 2, 2, 5, 1, 5, 1, 2, 0, 0, 0, 0]",Fear,0.11624763874381927
353,"You are alone in an elevator late at night. As it stops and the doors open, a menacing stranger rushes in to attack you, blocking the door.","[2, 2, 2, 1, 4, 5, 4, 5, 0, 0, 0, 0, 0, 0, 0]",Fear,0.20519567041703082
354,"You are alone in a car on your way home. While stopped at a traffic signal, an angry stranger begins banging on your car window and yelling threatening things at you.","[1, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Fear,0.0
355,"Driving along a two-lane road, you see in your rearview mirror that a car is dangerously tailgating you. They cannot pass and begin honking their horn aggressively at you while continuing to follow too closely.","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Fear,0.0
356,"It is past midnight and you are walking through an unfamiliar part of town, As you round a corner, you accidentally run into a man. He becomes angry and shoves you.","[5, 1, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Fear,0.50709255283711
357,"You and someone you do not really know that well are standing around and talking in an empty parking lot. The acquaintance begins to shove and push you. You are unsure whether s/he (same sex as you,) is serious or just kidding around.","[2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Fear,0.0
358,You are outside in a park area at night when you see a menacing stranger with a knife about 30 ft away directly approaching you. It is obvious the person is planning to attack you.,"[1, 2, 5, 2, 5, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Fear,0.5455447255899809
359,"You are alone as you exit an empty campus building late one night. Just as you get outside, you feel a hand grab your arm.","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Fear,0.0
360,"You are sleeping in bed during the night, but suddenly wake up thinking you have heard a suspicious noise. It is dark and you are alone.","[2, 4, 1, 5, 3, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Fear,0.1118033988749895
361,"You are alone at home one night about to go to bed when the phone rings. You answer it, and there is an unfamiliar voice on the other end. It tells you that they are right outside of your house and hangs up.","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Fear,0.0
362,"Coming home one day, you find an unexpected shoebox-sized package waiting for you by the mailbox. As you sit down to open it, you notice a faint ticking sound that appears to come from inside the package.","[1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Fear,0.0
363,"Alone at home one night, you have settled down to read a book when you hear some movement right outside of your window. You cannot see anything, but when you listen more closely, it sounds like people whispering.","[4, 2, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Fear,0.21320071635561044
364,You feel jittery when your brother tells you a tornado is coming. Your heart races as the tornado passes over your house.,"[2, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Fear,0.6666666666666666
365,Your heart races as you awake. A man is standing over your bed. You are screaming; you are afraid of dying.,"[1, 1, 4, 2, 5, 2, 2, 1, 3, 0, 0, 0, 0, 0, 0]",Fear,0.4961389383568338
366,Your stomach is in a knot as your new car begins to hydroplane. Your palms are clammy and your jaw is clenched as you lose control of the car.,"[3, 3, 5, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Fear,0.7453559924999299
367,"You flinch at the screech of brakes; your companion is struck by a speeding car: Her leg is crushed, bone protruding, and blood pumps onto the road.","[2, 2, 4, 1, 3, 3, 2, 4, 0, 0, 0, 0, 0, 0, 0]",Fear,0.5039526306789697
368,"You're taking a shower, alone in the house, and you hear the sound of someone forcing the door, and you panic.","[4, 3, 4, 3, 1, 2, 4, 4, 4, 0, 0, 0, 0, 0, 0]",Fear,0.39413171126571717
369,"Your heart skips a beat as you notice a wriggling mass of worms squirming on the ground, their slimy bodies sending shivers down your spine.","[5, 4, 5, 5, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Fear,0.5212860351426869
370,"Startled, you see a swarm of bats swooping through the night sky, their wings flapping ominously and casting eerie shadows.","[3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Fear,0.0
371,"The air becomes thick with the presence of flying insects, their incessant buzzing and erratic flight patterns making you feel vulnerable and unsettled.","[1, 4, 4, 3, 2, 2, 4, 4, 1, 1, 2, 1, 1, 0, 0]",Fear,0.4216370213557839
372,"Your skin crawls as you come across a trail of crawling insects, their tiny legs and segmented bodies invoking a deep sense of unease.","[2, 3, 2, 1, 2, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Fear,0.41702882811414954
373,"A sudden scurrying sound catches your attention, and you glimpse a group of mice darting across the floor, their rapid movements triggering an instinctive response of caution.","[2, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Fear,0.3779644730092272
374,"Your eyes widen as you spot a harmless snake slithering across your path, its sinuous movements and flickering tongue evoking a mixture of fascination and trepidation.","[2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Fear,0.0
375,"One evening, two months after your marriage, you and your wife decide to invite your parents to dinner at your apartment. This is the first time you have invited any of them over for dinner, worried about revealing your shaky culinary skills. You had planned to make lasagna and asked a good friend for a trusted recipe. She had written it out on an index card, and you had painstakingly followed each step. When the lasagna seems ready to serve, you proudly bring it to the table. After the six of you admire it for a minute, you start to cut the first piece, only to realize that you can't get a knife into it. Your friend had neglected to write down that the noodles should be boiled first, so they are uncooked and have petrified in the pan. You have to order pizza.","[1, 3, 1, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Embarrassment,0.0
376,"You have been working with Ellen for about six months on several projects. She is an excellent team member, and you get along well, but she seems overly friendly, making you a bit uncomfortable. When she invites you over for dinner, you realize you need to talk about it with her. So, you accept the invitation with the plan of clarifying your relationship as ""friends only."" Just as she lets you into her apartment, you suddenly feel so nervous that you blurt out, ""Ellen, I just need to clarify that my coming here doesn't mean there's anything romantic between us,"" and just then a man walks into the entrance hall and introduces himself as Ellen's husband.","[4, 1, 5, 3, 3, 3, 1, 3, 5, 0, 0, 0, 0, 0, 0]",Embarrassment,0.0
377,"You have been forced to apply for food stamps. The agency tells you that you will have to have a home visit by a social worker before you can receive the stamps. The visit is arranged for a Wednesday afternoon at 1:00. Just at 1:00, your doorbell rings, and when you answer the door, you discover your college roommate standing there.","[3, 3, 2, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Embarrassment,0.0
378,"Your husband begins complaining about how loud you snore, saying he can't get enough sleep at night. You can't believe it because you never wake up, and you would never do something that unpleasant. Then one morning, you come downstairs and hear the most awful noises coming from your stereo system. Your husband has recorded your snoring and is playing back the tape on the stereo.","[2, 1, 1, 1, 5, 5, 2, 0, 0, 0, 0, 0, 0, 0, 0]",Embarrassment,0.0
379,"Last night when you returned from work, you found a beautiful flower arrangement on the porch. When your husband gets home, you run up to him, flinging your arms around his neck, and thank him for such a thoughtful and romantic gift. He seems confused and smiles, then tell you that he bought the flowers for both of you to take with you to a dinner party you had planned to attend.","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Embarrassment,0.0
380,"Several weeks ago, you were over at your boyfriend's house talking to his mother. You were telling her how awful Miss Mellon, your Spanish teacher, was, and how much everyone hated her. When your boyfriend comes into the room, he gets a weird look on his face after a minute and asks you to come outside with him to help him get something out of the trunk of his car. Once you are outside, he tells you that you shouldn't criticize Miss Mellon in front of his mother because the two of them are close friends.","[2, 3, 1, 1, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Embarrassment,0.0
381,"Your sister, Sally, is always nagging you about how you cut bagels the wrong way, and she constantly reminds you that she won't help if you end up cutting yourself. Despite her warnings, you brush off her concerns, insisting that you're perfectly capable. Then one morning, while you're hanging out in the kitchen before your parents are up, you start slicing a bagel for yourself. Unfortunately, the knife slips, and you find yourself bleeding profusely. In that moment, Sally springs into action. She quickly ties a dish towel around your hand to stop the bleeding and rushes you into the back of the car. Without wasting any time, she drives you to the local emergency room, where you end up needing five stitches.","[2, 2, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Embarrassment,0.0
382,"You have a crush on a friend named Jason, and both of you are on the track team. You arrange to meet him on the school track early Saturday morning so he can help you improve your form on the hurdles. As you arrive, you notice that no one else is around. While walking up the school steps, you suddenly hear someone calling your name. Startled, you turn and see Jason. However, in your surprise, you lose your balance and trip, taking a tumble on the steps. Thankfully, you're not seriously injured, but your glasses fall off in the process. Jason kindly helps you search for them before you can start your practice.","[3, 3, 4, 1, 4, 3, 1, 5, 4, 1, 1, 1, 1, 3, 5]",Embarrassment,0.08451542547285167
383,"You're having dinner with a senior colleague one evening, and he shares a hilarious story that has you bursting with laughter. Just as the laughter starts to subside, you take a big mouthful of food, only to be caught off guard by another unexpected punchline from your colleague. The laughter becomes uncontrollable, causing the food to come flying out of your mouth and nose, much to your embarrassment.","[3, 3, 5, 4, 3, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Embarrassment,0.0
384,"You arrive home earlier than expected from your date and unlock the front door of your apartment. As you enter the living room, you hear your roommate yelling something, but you can't quite make it out. When you look in their direction, you're taken aback to see your roommate and her boyfriend hastily clutching their clothes and scrambling into her bedroom. It becomes clear that you've unintentionally walked in on an awkward moment between them.","[5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Embarrassment,0.0
385,"You have promised a friend that you would take her out to dinner for her birthday. A few nights beforehand, an attractive coworker, whom you have had your eye on, asks you out. You accept and ditch your friend with an excuse about being sick. The night after your date, your friend calls and says that she saw you in the window of a restaurant while she was on the way to get you a get-well card. She is very upset and asks, ""What kind of friend are you?""","[5, 3, 1, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Embarrassment,0.0
386,"You call your girlfriend/boyfriend. You start talking about intimate things. She/he doesn't respond but you keep on talking. After a long silence, you hear your boyfriend/girlfriend's voice in the background asking who is on the phone. You realize that you are speaking to one of his/her parents.","[2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Embarrassment,0.0
387,"You are a waitress in a restaurant. You are known for being efficient and courteous. One of your professors comes in and sits in your section. You immediately wait on him and try to impress him. You quickly bring him his meal but trip and spill it all over him. He gets up, wipes it off, and gives you an annoyed look.","[1, 2, 1, 5, 1, 4, 3, 0, 0, 0, 0, 0, 0, 0, 0]",Embarrassment,0.0
388,"One day you walked into a large, well-attended class and sat down in the front row. After about ten minutes, you realized that you were in the wrong class, so you had to get up and walk out in order not to miss the class you were scheduled to take.","[1, 3, 3, 5, 3, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Embarrassment,0.0
389,"After paying for your purchases, you were leaving a packed, City Centre drugstore. You walked through the scanner at the door, and the alarm went off as if you were a shoplifter.","[1, 4, 1, 2, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Embarrassment,0.0
390,"You had gone by yourself to see the recent crowded exhibit at the local art museum. After visiting the restroom, you walked around the main gallery for about five minutes before a female security guard caught your attention, as well as that of many other museum visitors, by yelling, ""Ma'am!"" and telling you that your skirt was hitched up in the back.","[4, 4, 3, 3, 1, 2, 3, 4, 0, 0, 0, 0, 0, 0, 0]",Embarrassment,0.0
391,"You worked in the men's department of a large department store. You had been with them for one month, so you were not familiar with some of the procedures. One day you made a mistake, and the floor manager yelled at you in front of the customers who were shopping at the time.","[2, 2, 4, 1, 5, 5, 3, 1, 1, 5, 1, 2, 0, 0, 0]",Embarrassment,0.18569533817705183
392,"It was the first day of a new semester, and you were sitting in a large lecture course. You didn't know anyone else in the class, and you were thinking about other things going on in your life, biting on the end of your pen. Suddenly, some of the students around you started staring at you, and a few began to laugh. When you looked down, you saw ink all over your hands, and after running to the bathroom, you saw that your mouth was blue.","[5, 4, 4, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Embarrassment,0.0
393,"You were the best man at your brother's wedding. You got up at the reception to make the ceremonial toast. Halfway through, your brother leaned over to you and whispered, ""Your fly is open.""","[5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Embarrassment,0.0
394,"As a prospective student, you visited the dining hall of one of the schools you most wanted to attend. The person who had been escorting you to classes had a prior engagement, so you decided to eat lunch on your own and perhaps meet some new people. As you left the cafeteria line and walked into the large dining hall full of noisy college students, you slipped on some spilled ketchup and fell backwards. Your tray full of food flew up into the air and then fell crashing down onto the tiled floor, covering you with salad and soup.","[2, 2, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Embarrassment,0.0
395,"Four months after your first child was born, you went back to work on a part-time basis, but you were still breastfeeding her. One afternoon, you made a sales presentation to all of the employees of a large architectural firm that you hoped to snare as a new client. As you were speaking, you caught a glance of yourself in a mirror in the conference room; your blouse was wet, and you looked down to find that you had leaked.","[5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Embarrassment,0.0
396,"You were backstage at a local theater where a performance was about to begin. There was a microphone set up backstage. You thought it was just a prop, so you paid no attention to it and stood nearby having a conversation with a friend. But it turned out that the microphone was live, and everyone in the theater could hear your conversation.","[4, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Embarrassment,0.0
397,"You recently attended your friend's college graduation. You were sitting on one of those flimsy metal folding chairs. As you shifted your weight to get more comfortable, the chair collapsed. You went crashing to the floor during the honorary degree recipient's speech.","[5, 4, 2, 2, 3, 1, 5, 2, 4, 1, 1, 5, 4, 5, 1]",Embarrassment,0.3801429606348528
398,"You have a part-time job at a restaurant. Your job is to call the names of the people whose tables are ready. One evening, you comment to a coworker about how attractive you think somebody in the last group is. As you walk by the table, the group smiles at you and one man/ woman says, ""I hear you think my friend is attractive."" You quickly realize that the microphone was on when you were talking to the coworker.","[2, 1, 2, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Embarrassment,0.0
399,"You are researching a topic at the library in a competitive area of study. You realize that you have come across a crucial page in your reading. You decide discreetly to rip out the page so that no one else will be able to use the same information and so that your discussion will be unique. A librarian, however, catches you and demands that you buy the book and bans you from the library.","[1, 2, 4, 3, 2, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Embarrassment,0.0
400,"You are in a job interview. As you sit across the desk from the interviewer, you feel a wet spot on the seat of your pants. You wonder what you can do, not knowing how it happened. At the end of the interview, you stand up while trying to cover it up and exit quickly. However, the interviewer gets up to walk you to the door and obviously notices the wet spot with a confused look.","[4, 4, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Embarrassment,0.0
